8.077446818351745605e-01,1.738138049840927124e-01,2.472802996635437012e-02,8.458728790283203125e-01,7.205961942672729492e-01
4.578222930431365967e-01,-1.667393743991851807e-02,5.762003064155578613e-01,1.028963446617126465e+00,-1.169507622718811035e+00
7.989540100097656250e-01,2.678681910037994385e-01,6.608620285987854004e-02,1.305591106414794922e+00,1.805373728275299072e-01
8.374724388122558594e-01,2.376242429018020630e-01,3.689023852348327637e-02,1.242132306098937988e+00,3.747473061084747314e-01
9.290054440498352051e-01,3.347016274929046631e-01,-4.950910806655883789e-02,1.604462385177612305e+00,3.856072723865509033e-01
1.574768424034118652e-01,-3.363333046436309814e-01,6.412310600280761719e-01,-7.734136581420898438e-01,-1.336589455604553223e-02
6.773105859756469727e-01,6.910493969917297363e-02,2.197388112545013428e-01,7.230196595191955566e-01,2.160529792308807373e-01
5.651906132698059082e-01,-1.920498907566070557e-02,2.852702140808105469e-01,2.808764278888702393e-01,2.997892796993255615e-01
4.800008535385131836e-01,-1.672944426536560059e-02,5.675215721130371094e-01,1.030779480934143066e+00,-1.114786386489868164e+00
4.772531092166900635e-01,7.378509640693664551e-02,5.231108665466308594e-01,1.252091884613037109e+00,-1.213850140571594238e+00
4.758508503437042236e-01,-6.914654374122619629e-02,3.533683419227600098e-01,1.086487546563148499e-01,2.086943089962005615e-01
8.399712443351745605e-01,2.581724822521209717e-01,4.567715525627136230e-02,1.342743396759033203e+00,2.884099185466766357e-01
5.355357527732849121e-01,1.621529906988143921e-01,4.899105727672576904e-01,1.602117180824279785e+00,-1.380129337310791016e+00
8.713769912719726562e-01,2.743305265903472900e-01,-6.314009428024291992e-03,1.330322623252868652e+00,4.414731562137603760e-01
5.659405589103698730e-01,2.230047732591629028e-01,4.336518943309783936e-01,1.758034110069274902e+00,-1.389160394668579102e+00
9.330384731292724609e-01,3.348413109779357910e-01,-4.151517152786254883e-02,1.621149897575378418e+00,3.449459373950958252e-01
2.192882597446441650e-01,-3.495434820652008057e-01,6.851954460144042969e-01,-5.018811821937561035e-01,-2.644937634468078613e-01
8.394137620925903320e-01,2.458640933036804199e-01,7.284161448478698730e-02,1.386057138442993164e+00,1.914221942424774170e-01
6.812143921852111816e-01,9.916488826274871826e-02,1.164579987525939941e-01,5.184452533721923828e-01,6.120114326477050781e-01
